,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
613,b'<0',21.0,b'existing paid',b'radio/tv',3357.0,b'>=1000',b'<1',4.0,b'female div/dep/mar',b'none',2.0,b'car',29.0,b'bank',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
614,b'<0',24.0,b'all paid',b'used car',3632.0,b'<100',b'1<=X<4',1.0,b'female div/dep/mar',b'guarantor',4.0,b'car',22.0,b'bank',b'rent',1.0,b'skilled',1.0,b'none',b'no',b'good'
615,b'no checking',18.0,b'delayed previously',b'furniture/equipment',1808.0,b'<100',b'4<=X<7',4.0,b'female div/dep/mar',b'none',1.0,b'real estate',22.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
616,b'0<=X<200',48.0,b'no credits/all paid',b'business',12204.0,b'no known savings',b'1<=X<4',2.0,b'male single',b'none',2.0,b'car',48.0,b'bank',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
617,b'0<=X<200',60.0,b'delayed previously',b'radio/tv',9157.0,b'no known savings',b'1<=X<4',2.0,b'male single',b'none',2.0,b'no known property',27.0,b'none',b'for free',1.0,b'high qualif/self emp/mgmt',1.0,b'none',b'yes',b'good'
618,b'<0',6.0,b'critical/other existing credit',b'new car',3676.0,b'<100',b'1<=X<4',1.0,b'male single',b'none',3.0,b'real estate',37.0,b'none',b'rent',3.0,b'skilled',2.0,b'none',b'yes',b'good'
619,b'0<=X<200',30.0,b'existing paid',b'furniture/equipment',3441.0,b'100<=X<500',b'1<=X<4',2.0,b'female div/dep/mar',b'co applicant',4.0,b'car',21.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
620,b'no checking',12.0,b'existing paid',b'new car',640.0,b'<100',b'1<=X<4',4.0,b'male div/sep',b'none',2.0,b'real estate',49.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
621,b'0<=X<200',21.0,b'critical/other existing credit',b'business',3652.0,b'<100',b'4<=X<7',2.0,b'male single',b'none',3.0,b'life insurance',27.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
622,b'no checking',18.0,b'critical/other existing credit',b'new car',1530.0,b'<100',b'1<=X<4',3.0,b'male single',b'none',2.0,b'life insurance',32.0,b'bank',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'bad'
623,b'no checking',48.0,b'existing paid',b'business',3914.0,b'no known savings',b'1<=X<4',4.0,b'male div/sep',b'none',2.0,b'real estate',38.0,b'bank',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
624,b'<0',12.0,b'existing paid',b'furniture/equipment',1858.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',1.0,b'car',22.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'good'
625,b'<0',18.0,b'existing paid',b'radio/tv',2600.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',4.0,b'no known property',65.0,b'none',b'for free',2.0,b'skilled',1.0,b'none',b'yes',b'bad'
626,b'no checking',15.0,b'existing paid',b'radio/tv',1979.0,b'no known savings',b'>=7',4.0,b'male single',b'none',2.0,b'car',35.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
627,b'>=200',6.0,b'existing paid',b'furniture/equipment',2116.0,b'<100',b'1<=X<4',2.0,b'male single',b'none',2.0,b'real estate',41.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
628,b'0<=X<200',9.0,b'all paid',b'new car',1437.0,b'100<=X<500',b'4<=X<7',2.0,b'male single',b'none',3.0,b'no known property',29.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
629,b'no checking',42.0,b'critical/other existing credit',b'furniture/equipment',4042.0,b'500<=X<1000',b'1<=X<4',4.0,b'male single',b'none',4.0,b'real estate',36.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
630,b'no checking',9.0,b'existing paid',b'education',3832.0,b'no known savings',b'>=7',1.0,b'male single',b'none',4.0,b'real estate',64.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
631,b'<0',24.0,b'existing paid',b'radio/tv',3660.0,b'<100',b'1<=X<4',2.0,b'female div/dep/mar',b'none',4.0,b'car',28.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
632,b'<0',18.0,b'all paid',b'furniture/equipment',1553.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',3.0,b'car',44.0,b'bank',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
633,b'0<=X<200',15.0,b'existing paid',b'radio/tv',1444.0,b'no known savings',b'<1',4.0,b'male single',b'none',1.0,b'life insurance',23.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
634,b'no checking',9.0,b'existing paid',b'furniture/equipment',1980.0,b'<100',b'<1',2.0,b'female div/dep/mar',b'co applicant',2.0,b'car',19.0,b'none',b'rent',2.0,b'skilled',1.0,b'none',b'yes',b'bad'
635,b'0<=X<200',24.0,b'existing paid',b'new car',1355.0,b'<100',b'<1',3.0,b'female div/dep/mar',b'none',4.0,b'car',25.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'yes',b'yes',b'bad'
636,b'no checking',12.0,b'existing paid',b'education',1393.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'life insurance',47.0,b'bank',b'own',3.0,b'skilled',2.0,b'yes',b'yes',b'good'
637,b'no checking',24.0,b'existing paid',b'radio/tv',1376.0,b'500<=X<1000',b'4<=X<7',4.0,b'female div/dep/mar',b'none',1.0,b'car',28.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
638,b'no checking',60.0,b'delayed previously',b'radio/tv',15653.0,b'<100',b'4<=X<7',2.0,b'male single',b'none',4.0,b'car',21.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
639,b'no checking',12.0,b'existing paid',b'radio/tv',1493.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',3.0,b'car',34.0,b'none',b'own',1.0,b'skilled',2.0,b'none',b'yes',b'good'
640,b'<0',42.0,b'delayed previously',b'radio/tv',4370.0,b'<100',b'4<=X<7',3.0,b'male single',b'none',2.0,b'life insurance',26.0,b'bank',b'own',2.0,b'skilled',2.0,b'yes',b'yes',b'bad'
641,b'<0',18.0,b'existing paid',b'education',750.0,b'<100',b'unemployed',4.0,b'female div/dep/mar',b'none',1.0,b'real estate',27.0,b'none',b'own',1.0,b'unemp/unskilled non res',1.0,b'none',b'yes',b'bad'
642,b'0<=X<200',15.0,b'existing paid',b'repairs',1308.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'car',38.0,b'none',b'own',2.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
643,b'no checking',15.0,b'existing paid',b'education',4623.0,b'100<=X<500',b'1<=X<4',3.0,b'male single',b'none',2.0,b'life insurance',40.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
644,b'no checking',24.0,b'critical/other existing credit',b'radio/tv',1851.0,b'<100',b'4<=X<7',4.0,b'male mar/wid',b'guarantor',2.0,b'car',33.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
645,b'<0',18.0,b'critical/other existing credit',b'radio/tv',1880.0,b'<100',b'4<=X<7',4.0,b'male mar/wid',b'none',1.0,b'life insurance',32.0,b'none',b'own',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
646,b'no checking',36.0,b'delayed previously',b'business',7980.0,b'no known savings',b'<1',4.0,b'male single',b'none',4.0,b'car',27.0,b'none',b'rent',2.0,b'skilled',1.0,b'yes',b'yes',b'bad'
647,b'<0',30.0,b'no credits/all paid',b'furniture/equipment',4583.0,b'<100',b'1<=X<4',2.0,b'male div/sep',b'guarantor',2.0,b'real estate',32.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
648,b'no checking',12.0,b'existing paid',b'new car',1386.0,b'500<=X<1000',b'1<=X<4',2.0,b'female div/dep/mar',b'none',2.0,b'life insurance',26.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
649,b'>=200',24.0,b'existing paid',b'new car',947.0,b'<100',b'4<=X<7',4.0,b'male single',b'none',3.0,b'no known property',38.0,b'bank',b'for free',1.0,b'skilled',2.0,b'none',b'yes',b'bad'
650,b'<0',12.0,b'existing paid',b'education',684.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',4.0,b'car',40.0,b'none',b'rent',1.0,b'unskilled resident',2.0,b'none',b'yes',b'bad'
651,b'<0',48.0,b'existing paid',b'education',7476.0,b'<100',b'4<=X<7',4.0,b'male single',b'none',1.0,b'no known property',50.0,b'none',b'for free',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
652,b'0<=X<200',12.0,b'existing paid',b'furniture/equipment',1922.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',2.0,b'life insurance',37.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'bad'
653,b'<0',24.0,b'existing paid',b'new car',2303.0,b'<100',b'>=7',4.0,b'male single',b'co applicant',1.0,b'real estate',45.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
654,b'0<=X<200',36.0,b'delayed previously',b'new car',8086.0,b'100<=X<500',b'>=7',2.0,b'male single',b'none',4.0,b'car',42.0,b'none',b'own',4.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
655,b'no checking',24.0,b'critical/other existing credit',b'used car',2346.0,b'<100',b'4<=X<7',4.0,b'male single',b'none',3.0,b'car',35.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
656,b'<0',14.0,b'existing paid',b'new car',3973.0,b'<100',b'unemployed',1.0,b'male single',b'none',4.0,b'no known property',22.0,b'none',b'for free',1.0,b'skilled',1.0,b'none',b'yes',b'good'
657,b'0<=X<200',12.0,b'existing paid',b'new car',888.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'car',41.0,b'bank',b'own',1.0,b'unskilled resident',2.0,b'none',b'yes',b'bad'
658,b'no checking',48.0,b'existing paid',b'radio/tv',10222.0,b'no known savings',b'4<=X<7',4.0,b'male single',b'none',3.0,b'car',37.0,b'stores',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
659,b'0<=X<200',30.0,b'no credits/all paid',b'business',4221.0,b'<100',b'1<=X<4',2.0,b'female div/dep/mar',b'none',1.0,b'car',28.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
660,b'0<=X<200',18.0,b'critical/other existing credit',b'furniture/equipment',6361.0,b'<100',b'>=7',2.0,b'male single',b'none',1.0,b'no known property',41.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
661,b'>=200',12.0,b'existing paid',b'radio/tv',1297.0,b'<100',b'1<=X<4',3.0,b'male mar/wid',b'none',4.0,b'real estate',23.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'good'
662,b'<0',12.0,b'existing paid',b'new car',900.0,b'no known savings',b'1<=X<4',4.0,b'male mar/wid',b'none',2.0,b'car',23.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
663,b'no checking',21.0,b'existing paid',b'furniture/equipment',2241.0,b'<100',b'>=7',4.0,b'male single',b'none',2.0,b'real estate',50.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
664,b'0<=X<200',6.0,b'delayed previously',b'furniture/equipment',1050.0,b'<100',b'unemployed',4.0,b'male single',b'none',1.0,b'life insurance',35.0,b'stores',b'own',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
665,b'>=200',6.0,b'critical/other existing credit',b'education',1047.0,b'<100',b'1<=X<4',2.0,b'female div/dep/mar',b'none',4.0,b'life insurance',50.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
666,b'no checking',24.0,b'critical/other existing credit',b'other',6314.0,b'<100',b'unemployed',4.0,b'male single',b'co applicant',2.0,b'no known property',27.0,b'bank',b'own',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
667,b'0<=X<200',30.0,b'all paid',b'furniture/equipment',3496.0,b'>=1000',b'1<=X<4',4.0,b'male single',b'none',2.0,b'car',34.0,b'stores',b'own',1.0,b'skilled',2.0,b'yes',b'yes',b'good'
668,b'no checking',48.0,b'all paid',b'business',3609.0,b'<100',b'1<=X<4',1.0,b'female div/dep/mar',b'none',1.0,b'real estate',27.0,b'stores',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
669,b'<0',12.0,b'critical/other existing credit',b'new car',4843.0,b'<100',b'>=7',3.0,b'male single',b'co applicant',4.0,b'life insurance',43.0,b'none',b'rent',2.0,b'skilled',1.0,b'yes',b'yes',b'bad'
670,b'>=200',30.0,b'critical/other existing credit',b'radio/tv',3017.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'life insurance',47.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
671,b'no checking',24.0,b'critical/other existing credit',b'business',4139.0,b'100<=X<500',b'1<=X<4',3.0,b'male single',b'none',3.0,b'life insurance',27.0,b'none',b'own',2.0,b'unskilled resident',1.0,b'yes',b'yes',b'good'
672,b'no checking',36.0,b'existing paid',b'business',5742.0,b'100<=X<500',b'4<=X<7',2.0,b'male single',b'none',2.0,b'car',31.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
673,b'no checking',60.0,b'existing paid',b'new car',10366.0,b'<100',b'>=7',2.0,b'male single',b'none',4.0,b'life insurance',42.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
674,b'no checking',6.0,b'critical/other existing credit',b'new car',2080.0,b'500<=X<1000',b'1<=X<4',1.0,b'male mar/wid',b'none',2.0,b'car',24.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
675,b'no checking',21.0,b'delayed previously',b'business',2580.0,b'500<=X<1000',b'<1',4.0,b'male single',b'none',2.0,b'real estate',41.0,b'bank',b'own',1.0,b'unskilled resident',2.0,b'none',b'yes',b'bad'
676,b'no checking',30.0,b'critical/other existing credit',b'radio/tv',4530.0,b'<100',b'4<=X<7',4.0,b'female div/dep/mar',b'none',4.0,b'car',26.0,b'none',b'rent',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
677,b'no checking',24.0,b'critical/other existing credit',b'furniture/equipment',5150.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'car',33.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
678,b'0<=X<200',72.0,b'existing paid',b'radio/tv',5595.0,b'100<=X<500',b'1<=X<4',2.0,b'male mar/wid',b'none',2.0,b'car',24.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
679,b'<0',24.0,b'existing paid',b'radio/tv',2384.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'real estate',64.0,b'bank',b'rent',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
680,b'no checking',18.0,b'existing paid',b'radio/tv',1453.0,b'<100',b'<1',3.0,b'female div/dep/mar',b'none',1.0,b'real estate',26.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
681,b'no checking',6.0,b'existing paid',b'education',1538.0,b'<100',b'<1',1.0,b'female div/dep/mar',b'none',2.0,b'no known property',56.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
682,b'no checking',12.0,b'existing paid',b'radio/tv',2279.0,b'no known savings',b'1<=X<4',4.0,b'male single',b'none',4.0,b'no known property',37.0,b'none',b'for free',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
683,b'no checking',15.0,b'delayed previously',b'radio/tv',1478.0,b'<100',b'1<=X<4',4.0,b'male mar/wid',b'none',3.0,b'real estate',33.0,b'bank',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
684,b'no checking',24.0,b'critical/other existing credit',b'radio/tv',5103.0,b'<100',b'<1',3.0,b'male mar/wid',b'none',3.0,b'no known property',47.0,b'none',b'for free',3.0,b'skilled',1.0,b'yes',b'yes',b'good'
685,b'0<=X<200',36.0,b'delayed previously',b'business',9857.0,b'100<=X<500',b'4<=X<7',1.0,b'male single',b'none',3.0,b'life insurance',31.0,b'none',b'own',2.0,b'unskilled resident',2.0,b'yes',b'yes',b'good'
686,b'no checking',60.0,b'existing paid',b'new car',6527.0,b'no known savings',b'1<=X<4',4.0,b'male single',b'none',4.0,b'no known property',34.0,b'none',b'for free',1.0,b'skilled',2.0,b'yes',b'yes',b'good'
687,b'>=200',10.0,b'critical/other existing credit',b'radio/tv',1347.0,b'no known savings',b'4<=X<7',4.0,b'male single',b'none',2.0,b'life insurance',27.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
688,b'0<=X<200',36.0,b'delayed previously',b'new car',2862.0,b'100<=X<500',b'>=7',4.0,b'male single',b'none',3.0,b'no known property',30.0,b'none',b'for free',1.0,b'skilled',1.0,b'none',b'yes',b'good'
689,b'no checking',9.0,b'existing paid',b'radio/tv',2753.0,b'100<=X<500',b'>=7',3.0,b'male single',b'co applicant',4.0,b'car',35.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
690,b'<0',12.0,b'existing paid',b'new car',3651.0,b'>=1000',b'1<=X<4',1.0,b'male single',b'none',3.0,b'life insurance',31.0,b'none',b'own',1.0,b'skilled',2.0,b'none',b'yes',b'good'
691,b'<0',15.0,b'critical/other existing credit',b'furniture/equipment',975.0,b'<100',b'1<=X<4',2.0,b'male div/sep',b'none',3.0,b'life insurance',25.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
692,b'0<=X<200',15.0,b'existing paid',b'repairs',2631.0,b'100<=X<500',b'1<=X<4',3.0,b'female div/dep/mar',b'none',2.0,b'real estate',25.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
693,b'0<=X<200',24.0,b'existing paid',b'radio/tv',2896.0,b'100<=X<500',b'<1',2.0,b'male single',b'none',1.0,b'car',29.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
694,b'<0',6.0,b'critical/other existing credit',b'new car',4716.0,b'no known savings',b'<1',1.0,b'male single',b'none',3.0,b'real estate',44.0,b'none',b'own',2.0,b'unskilled resident',2.0,b'none',b'yes',b'good'
695,b'no checking',24.0,b'existing paid',b'radio/tv',2284.0,b'<100',b'4<=X<7',4.0,b'male single',b'none',2.0,b'car',28.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
696,b'no checking',6.0,b'existing paid',b'used car',1236.0,b'500<=X<1000',b'1<=X<4',2.0,b'male single',b'none',4.0,b'life insurance',50.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'good'
697,b'0<=X<200',12.0,b'existing paid',b'radio/tv',1103.0,b'<100',b'4<=X<7',4.0,b'male single',b'guarantor',3.0,b'real estate',29.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'no',b'good'
698,b'no checking',12.0,b'critical/other existing credit',b'new car',926.0,b'<100',b'unemployed',1.0,b'female div/dep/mar',b'none',2.0,b'life insurance',38.0,b'none',b'own',1.0,b'unemp/unskilled non res',1.0,b'none',b'yes',b'good'
699,b'no checking',18.0,b'critical/other existing credit',b'radio/tv',1800.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',2.0,b'car',24.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
700,b'>=200',15.0,b'existing paid',b'education',1905.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'car',40.0,b'none',b'rent',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
701,b'no checking',12.0,b'existing paid',b'furniture/equipment',1123.0,b'500<=X<1000',b'1<=X<4',4.0,b'female div/dep/mar',b'none',4.0,b'car',29.0,b'none',b'rent',1.0,b'unskilled resident',1.0,b'none',b'yes',b'bad'
702,b'<0',48.0,b'critical/other existing credit',b'used car',6331.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'no known property',46.0,b'none',b'for free',2.0,b'skilled',1.0,b'yes',b'yes',b'bad'
703,b'>=200',24.0,b'existing paid',b'radio/tv',1377.0,b'100<=X<500',b'>=7',4.0,b'female div/dep/mar',b'none',2.0,b'no known property',47.0,b'none',b'for free',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
704,b'0<=X<200',30.0,b'delayed previously',b'business',2503.0,b'100<=X<500',b'>=7',4.0,b'male single',b'none',2.0,b'life insurance',41.0,b'stores',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
705,b'0<=X<200',27.0,b'existing paid',b'business',2528.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',1.0,b'life insurance',32.0,b'none',b'own',1.0,b'skilled',2.0,b'yes',b'yes',b'good'
706,b'no checking',15.0,b'existing paid',b'new car',5324.0,b'500<=X<1000',b'>=7',1.0,b'female div/dep/mar',b'none',4.0,b'no known property',35.0,b'none',b'for free',1.0,b'skilled',1.0,b'none',b'yes',b'good'
707,b'0<=X<200',48.0,b'existing paid',b'new car',6560.0,b'100<=X<500',b'4<=X<7',3.0,b'male single',b'none',2.0,b'life insurance',24.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
708,b'0<=X<200',12.0,b'no credits/all paid',b'furniture/equipment',2969.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',3.0,b'life insurance',25.0,b'none',b'rent',2.0,b'skilled',1.0,b'none',b'yes',b'bad'
709,b'0<=X<200',9.0,b'existing paid',b'radio/tv',1206.0,b'<100',b'>=7',4.0,b'female div/dep/mar',b'none',4.0,b'real estate',25.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
710,b'0<=X<200',9.0,b'existing paid',b'radio/tv',2118.0,b'<100',b'1<=X<4',2.0,b'male single',b'none',2.0,b'real estate',37.0,b'none',b'own',1.0,b'unskilled resident',2.0,b'none',b'yes',b'good'
711,b'no checking',18.0,b'critical/other existing credit',b'radio/tv',629.0,b'500<=X<1000',b'>=7',4.0,b'male single',b'none',3.0,b'life insurance',32.0,b'bank',b'own',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
712,b'<0',6.0,b'all paid',b'education',1198.0,b'<100',b'>=7',4.0,b'female div/dep/mar',b'none',4.0,b'no known property',35.0,b'none',b'for free',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
713,b'no checking',21.0,b'existing paid',b'used car',2476.0,b'no known savings',b'>=7',4.0,b'male single',b'none',4.0,b'real estate',46.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
714,b'<0',9.0,b'critical/other existing credit',b'radio/tv',1138.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',4.0,b'real estate',25.0,b'none',b'own',2.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
715,b'0<=X<200',60.0,b'existing paid',b'new car',14027.0,b'<100',b'4<=X<7',4.0,b'male single',b'none',2.0,b'no known property',27.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
716,b'no checking',30.0,b'critical/other existing credit',b'used car',7596.0,b'no known savings',b'>=7',1.0,b'male single',b'none',4.0,b'car',63.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
717,b'no checking',30.0,b'critical/other existing credit',b'radio/tv',3077.0,b'no known savings',b'>=7',3.0,b'male single',b'none',2.0,b'car',40.0,b'none',b'own',2.0,b'skilled',2.0,b'yes',b'yes',b'good'
718,b'no checking',18.0,b'existing paid',b'radio/tv',1505.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',2.0,b'no known property',32.0,b'none',b'for free',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
719,b'>=200',24.0,b'critical/other existing credit',b'radio/tv',3148.0,b'no known savings',b'1<=X<4',3.0,b'male single',b'none',2.0,b'car',31.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
